split,cohort,output_class,feature,mean_signed_shap,positive_fraction,negative_fraction
random_seed_2207,future,Fatal,feature_first_road_class,-0.020933463566391419,0.4793,0.52070000000000005
random_seed_2207,future,Fatal,feature_road_type,0.00093035403607085105,0.74299999999999999,0.25700000000000001
random_seed_2207,future,Fatal,feature_junction_detail,-0.16523990898470656,0.51129999999999998,0.48870000000000002
random_seed_2207,future,Fatal,feature_junction_control,0.07326651525624131,0.88900000000000001,0.111
random_seed_2207,future,Fatal,feature_second_road_class,-0.16018768620751561,0.47820000000000001,0.52180000000000004
random_seed_2207,future,Fatal,feature_pedestrian_crossing,-0.045285860757582896,0.7581,0.2419
random_seed_2207,future,Fatal,feature_light_conditions,0.021651909270125402,0.54330000000000001,0.45669999999999999
random_seed_2207,future,Fatal,feature_weather_conditions,0.017933233448831503,0.79359999999999997,0.2064
random_seed_2207,future,Fatal,feature_road_surface_conditions,-0.030029820243481577,0.58809999999999996,0.41189999999999999
random_seed_2207,future,Fatal,feature_urban_or_rural_area,0.014983002594749488,0.33929999999999999,0.66069999999999995
random_seed_2207,future,Fatal,feature_trunk_road_flag,0.020567630944978026,0.85019999999999996,0.14979999999999999
random_seed_2207,future,Fatal,feature_speed_limit,-0.09065818718443161,0.58209999999999995,0.41789999999999999
random_seed_2207,future,Fatal,feature_month,-0.011002563634970213,0.48249999999999998,0.51749999999999996
random_seed_2207,future,Fatal,feature_hour,-0.016006637718203327,0.47310000000000002,0.52690000000000003
random_seed_3301,internal,Slight,feature_day_of_week,0.00030794679725251566,0.55130000000000001,0.44869999999999999
random_seed_3301,internal,Slight,feature_first_road_class,0.0028626227086418587,0.48749999999999999,0.51249999999999996
random_seed_3301,internal,Slight,feature_road_type,-0.00068822120169105875,0.26919999999999999,0.73080000000000001
random_seed_3301,internal,Slight,feature_junction_detail,0.010076933851321544,0.55700000000000005,0.443
random_seed_3301,internal,Slight,feature_junction_control,-0.0020993001628689476,0.16569999999999999,0.83430000000000004
random_seed_3301,internal,Slight,feature_second_road_class,-0.021846411194041168,0.54569999999999996,0.45429999999999998
random_seed_3301,internal,Slight,feature_pedestrian_crossing,0.0098892194025367447,0.44090000000000001,0.55910000000000004
random_seed_3301,internal,Slight,feature_light_conditions,-0.0057112433557392423,0.60740000000000005,0.3926
random_seed_3301,internal,Slight,feature_weather_conditions,-0.003547492326879034,0.19489999999999999,0.80510000000000004
random_seed_3301,internal,Slight,feature_road_surface_conditions,-0.00042661992287229691,0.39500000000000002,0.60499999999999998
random_seed_3301,internal,Slight,feature_urban_or_rural_area,-0.012322999925809368,0.66849999999999998,0.33150000000000002
random_seed_3301,internal,Slight,feature_trunk_road_flag,-0.0068283525000831886,0.32979999999999998,0.67020000000000002
random_seed_3301,internal,Slight,feature_speed_limit,0.018714789132341238,0.71509999999999996,0.28489999999999999
random_seed_3301,internal,Slight,feature_month,0.0043608564104776083,0.5282,0.4718
random_seed_3301,internal,Slight,feature_hour,0.0023883257278364844,0.56299999999999994,0.437
random_seed_3301,internal,Serious,feature_day_of_week,-0.0013961862232574603,0.48480000000000001,0.51519999999999999
random_seed_3301,internal,Serious,feature_first_road_class,0.0017923998512899572,0.46400000000000002,0.53600000000000003
random_seed_3301,internal,Serious,feature_road_type,-0.00042726120194218852,0.50180000000000002,0.49819999999999998
random_seed_3301,internal,Serious,feature_junction_detail,0.0012766711372020892,0.42799999999999999,0.57199999999999995
random_seed_3301,internal,Serious,feature_junction_control,-0.00013362812713096895,0.51890000000000003,0.48110000000000003
random_seed_3301,internal,Serious,feature_second_road_class,0.0035943343829827981,0.56869999999999998,0.43130000000000002
random_seed_3301,internal,Serious,feature_pedestrian_crossing,0.0014007168447344323,0.37980000000000003,0.62019999999999997
random_seed_3301,internal,Serious,feature_light_conditions,-0.0026729436826638635,0.26079999999999998,0.73919999999999997
random_seed_3301,internal,Serious,feature_weather_conditions,-0.00093020010567366215,0.38879999999999998,0.61119999999999997
random_seed_3301,internal,Serious,feature_road_surface_conditions,-0.00037797885477406989,0.34460000000000002,0.65539999999999998
random_seed_3301,internal,Serious,feature_urban_or_rural_area,-0.0027065461742535228,0.34239999999999998,0.65759999999999996
random_seed_3301,internal,Serious,feature_trunk_road_flag,0.00059232490498064931,0.24840000000000001,0.75160000000000005
random_seed_3301,internal,Serious,feature_speed_limit,-0.0044607030216635268,0.72270000000000001,0.27729999999999999
random_seed_3301,internal,Serious,feature_month,-0.0002467246733900259,0.52929999999999999,0.47070000000000001
random_seed_3301,internal,Serious,feature_hour,0.0023864812714040548,0.53310000000000002,0.46689999999999998
random_seed_3301,internal,Fatal,feature_day_of_week,0.0043353594514004374,0.51090000000000002,0.48909999999999998
random_seed_3301,internal,Fatal,feature_first_road_class,-0.024063413461483021,0.50860000000000005,0.4914
random_seed_3301,internal,Fatal,feature_road_type,0.0072326685884045207,0.73680000000000001,0.26319999999999999
random_seed_3301,internal,Fatal,feature_junction_detail,-0.037164972300662354,0.70740000000000003,0.29260000000000003
random_seed_3301,internal,Fatal,feature_junction_control,0.036551027656397103,0.88270000000000004,0.1173
random_seed_3301,internal,Fatal,feature_second_road_class,0.03371494276454548,0.63400000000000001,0.36599999999999999
random_seed_3301,internal,Fatal,feature_pedestrian_crossing,-0.021066776133868009,0.78739999999999999,0.21260000000000001
random_seed_3301,internal,Fatal,feature_light_conditions,0.0049188037278711646,0.50549999999999995,0.4945
random_seed_3301,internal,Fatal,feature_weather_conditions,0.01973932836641654,0.80020000000000002,0.19980000000000001
random_seed_3301,internal,Fatal,feature_road_surface_conditions,-0.011418810663830626,0.78559999999999997,0.21440000000000001
random_seed_3301,internal,Fatal,feature_urban_or_rural_area,0.0070165672601585211,0.33210000000000001,0.66790000000000005
random_seed_3301,internal,Fatal,feature_trunk_road_flag,0.021021826737722814,0.84970000000000001,0.15029999999999999
random_seed_3301,internal,Fatal,feature_speed_limit,-0.028606922788870965,0.38290000000000002,0.61709999999999998
random_seed_3301,internal,Fatal,feature_month,-0.0023581119327027553,0.4945,0.50549999999999995
random_seed_3301,internal,Fatal,feature_hour,-0.00097122417217948738,0.5101,0.4899
random_seed_3301,future,Slight,feature_day_of_week,0.0010947327988077432,0.55320000000000003,0.44679999999999997
random_seed_3301,future,Slight,feature_first_road_class,0.0028109636912141008,0.49270000000000003,0.50729999999999997
random_seed_3301,future,Slight,feature_road_type,0.0026828700184986813,0.26700000000000002,0.73299999999999998
